Site_A,Site_B,Fst,significant,Region_A,Spawn_A,Species_A,Author_A,Year_A,Lat_A,Lon_A,Taxon_A,Study_A,Region_B,Spawn_B,Species_B,Author_B,Year_B,Lat_B,Lon_B,Taxon_B,Study_B,study,same_region,region_pair,marker_category,marker_resolution,geo_dist_km
un09SS1,un09DE3,0.08,y,Scott Reef,broadcast,Acropora tenuis,Underwood,2009,-14,121.77,Acropora,un09,Dampier Archipelago,broadcast,Acropora tenuis,Underwood,2009,-20.52,116.75,Acropora,un09,un09,FALSE,Dampier Archipelago <-> Scott Reef,Microsatellite,Medium,900.6494436964454
un09SS1,un09DW1,0.06,y,Scott Reef,broadcast,Acropora tenuis,Underwood,2009,-14,121.77,Acropora,un09,Dampier Archipelago,broadcast,Acropora tenuis,Underwood,2009,-20.58,116.55,Acropora,un09,un09,FALSE,Dampier Archipelago <-> Scott Reef,Microsatellite,Medium,918.6461536386101
un09SS1,un09DW2,0.09,y,Scott Reef,broadcast,Acropora tenuis,Underwood,2009,-14,121.77,Acropora,un09,Dampier Archipelago,broadcast,Acropora tenuis,Underwood,2009,-20.6,116.58,Acropora,un09,un09,FALSE,Dampier Archipelago <-> Scott Reef,Microsatellite,Medium,918.487210765574
un09SS1,un09N1,0.03,y,Scott Reef,broadcast,Acropora tenuis,Underwood,2009,-14,121.77,Acropora,un09,Ningaloo,broadcast,Acropora tenuis,Underwood,2009,-21.85,113.97,Acropora,un09,un09,FALSE,Ningaloo <-> Scott Reef,Microsatellite,Medium,1201.9316421312203
un09SS1,un09N3,0.03,y,Scott Reef,broadcast,Acropora tenuis,Underwood,2009,-14,121.77,Acropora,un09,Ningaloo,broadcast,Acropora tenuis,Underwood,2009,-22.1,113.9,Acropora,un09,un09,FALSE,Ningaloo <-> Scott Reef,Microsatellite,Medium,1226.885664527575
un09SS1,un09N4,0.04,y,Scott Reef,broadcast,Acropora tenuis,Underwood,2009,-14,121.77,Acropora,un09,Ningaloo,broadcast,Acropora tenuis,Underwood,2009,-22.3,113.85,Acropora,un09,un09,FALSE,Ningaloo <-> Scott Reef,Microsatellite,Medium,1246.5287845324694
un09SS1,un09N5,0.04,y,Scott Reef,broadcast,Acropora tenuis,Underwood,2009,-14,121.77,Acropora,un09,Ningaloo,broadcast,Acropora tenuis,Underwood,2009,-22.5,113.8,Acropora,un09,un09,FALSE,Ningaloo <-> Scott Reef,Microsatellite,Medium,1266.2694550210153
un09SS1,un09N6,0.03,y,Scott Reef,broadcast,Acropora tenuis,Underwood,2009,-14,121.77,Acropora,un09,Ningaloo,broadcast,Acropora tenuis,Underwood,2009,-22.7,113.78,Acropora,un09,un09,FALSE,Ningaloo <-> Scott Reef,Microsatellite,Medium,1284.0227515817953
un09SS1,un09N7,0.02,y,Scott Reef,broadcast,Acropora tenuis,Underwood,2009,-14,121.77,Acropora,un09,Ningaloo,broadcast,Acropora tenuis,Underwood,2009,-23,113.75,Acropora,un09,un09,FALSE,Ningaloo <-> Scott Reef,Microsatellite,Medium,1310.9063259832674
un09SS1,un09N8,0.03,y,Scott Reef,broadcast,Acropora tenuis,Underwood,2009,-14,121.77,Acropora,un09,Ningaloo,broadcast,Acropora tenuis,Underwood,2009,-23.2,113.73,Acropora,un09,un09,FALSE,Ningaloo <-> Scott Reef,Microsatellite,Medium,1328.989743456974
un09SS2,un09RS11,0.06,y,Scott Reef,broadcast,Acropora tenuis,Underwood,2009,-13.95,121.8,Acropora,un09,Rowley Shoals,broadcast,Acropora tenuis,Underwood,2009,-17.33,118.97,Acropora,un09,un09,FALSE,Rowley Shoals <-> Scott Reef,Microsatellite,Medium,483.2912741379737
un09SS2,un09RS1S,0.07,y,Scott Reef,broadcast,Acropora tenuis,Underwood,2009,-13.95,121.8,Acropora,un09,Rowley Shoals,broadcast,Acropora tenuis,Underwood,2009,-17.33,118.98,Acropora,un09,un09,FALSE,Rowley Shoals <-> Scott Reef,Microsatellite,Medium,482.6193578649755
un09SS2,un09RS22,0.06,y,Scott Reef,broadcast,Acropora tenuis,Underwood,2009,-13.95,121.8,Acropora,un09,Rowley Shoals,broadcast,Acropora tenuis,Underwood,2009,-17.33,119.05,Acropora,un09,un09,FALSE,Rowley Shoals <-> Scott Reef,Microsatellite,Medium,477.9567869030334
un09SS2,un09RS2S,0.04,y,Scott Reef,broadcast,Acropora tenuis,Underwood,2009,-13.95,121.8,Acropora,un09,Rowley Shoals,broadcast,Acropora tenuis,Underwood,2009,-17.33,119.07,Acropora,un09,un09,FALSE,Rowley Shoals <-> Scott Reef,Microsatellite,Medium,476.6379352656425
un09SS2,un09RS33,0.04,y,Scott Reef,broadcast,Acropora tenuis,Underwood,2009,-13.95,121.8,Acropora,un09,Rowley Shoals,broadcast,Acropora tenuis,Underwood,2009,-17.3,119.13,Acropora,un09,un09,FALSE,Rowley Shoals <-> Scott Reef,Microsatellite,Medium,470.0771524129759
un09SS2,un09RS3S,0.05,y,Scott Reef,broadcast,Acropora tenuis,Underwood,2009,-13.95,121.8,Acropora,un09,Rowley Shoals,broadcast,Acropora tenuis,Underwood,2009,-17.28,119.15,Acropora,un09,un09,FALSE,Rowley Shoals <-> Scott Reef,Microsatellite,Medium,467.014748452564
un09SS2,un09DC1,0.12,y,Scott Reef,broadcast,Acropora tenuis,Underwood,2009,-13.95,121.8,Acropora,un09,Dampier Archipelago,broadcast,Acropora tenuis,Underwood,2009,-20.4,116.55,Acropora,un09,un09,FALSE,Dampier Archipelago <-> Scott Reef,Microsatellite,Medium,909.3235035307796
un09SS2,un09DE1,0.13,y,Scott Reef,broadcast,Acropora tenuis,Underwood,2009,-13.95,121.8,Acropora,un09,Dampier Archipelago,broadcast,Acropora tenuis,Underwood,2009,-20.48,116.65,Acropora,un09,un09,FALSE,Dampier Archipelago <-> Scott Reef,Microsatellite,Medium,909.8628704140052
un09SS2,un09DE2,0.12,y,Scott Reef,broadcast,Acropora tenuis,Underwood,2009,-13.95,121.8,Acropora,un09,Dampier Archipelago,broadcast,Acropora tenuis,Underwood,2009,-20.5,116.7,Acropora,un09,un09,FALSE,Dampier Archipelago <-> Scott Reef,Microsatellite,Medium,908.4447756641458
un09SS2,un09DE3,0.14,y,Scott Reef,broadcast,Acropora tenuis,Underwood,2009,-13.95,121.8,Acropora,un09,Dampier Archipelago,broadcast,Acropora tenuis,Underwood,2009,-20.52,116.75,Acropora,un09,un09,FALSE,Dampier Archipelago <-> Scott Reef,Microsatellite,Medium,907.0617649590699
un09SS2,un09DW1,0.1,y,Scott Reef,broadcast,Acropora tenuis,Underwood,2009,-13.95,121.8,Acropora,un09,Dampier Archipelago,broadcast,Acropora tenuis,Underwood,2009,-20.58,116.55,Acropora,un09,un09,FALSE,Dampier Archipelago <-> Scott Reef,Microsatellite,Medium,925.0495958678201
un09SS2,un09DW2,0.14,y,Scott Reef,broadcast,Acropora tenuis,Underwood,2009,-13.95,121.8,Acropora,un09,Dampier Archipelago,broadcast,Acropora tenuis,Underwood,2009,-20.6,116.58,Acropora,un09,un09,FALSE,Dampier Archipelago <-> Scott Reef,Microsatellite,Medium,924.8934846550952
un09SS2,un09N1,0.07,y,Scott Reef,broadcast,Acropora tenuis,Underwood,2009,-13.95,121.8,Acropora,un09,Ningaloo,broadcast,Acropora tenuis,Underwood,2009,-21.85,113.97,Acropora,un09,un09,FALSE,Ningaloo <-> Scott Reef,Microsatellite,Medium,1208.2313676071058
un09SS2,un09N3,0.08,y,Scott Reef,broadcast,Acropora tenuis,Underwood,2009,-13.95,121.8,Acropora,un09,Ningaloo,broadcast,Acropora tenuis,Underwood,2009,-22.1,113.9,Acropora,un09,un09,FALSE,Ningaloo <-> Scott Reef,Microsatellite,Medium,1233.2007547242722
un09SS2,un09N4,0.08,y,Scott Reef,broadcast,Acropora tenuis,Underwood,2009,-13.95,121.8,Acropora,un09,Ningaloo,broadcast,Acropora tenuis,Underwood,2009,-22.3,113.85,Acropora,un09,un09,FALSE,Ningaloo <-> Scott Reef,Microsatellite,Medium,1252.8555791602291
un09SS2,un09N5,0.1,y,Scott Reef,broadcast,Acropora tenuis,Underwood,2009,-13.95,121.8,Acropora,un09,Ningaloo,broadcast,Acropora tenuis,Underwood,2009,-22.5,113.8,Acropora,un09,un09,FALSE,Ningaloo <-> Scott Reef,Microsatellite,Medium,1272.6070645451475
un09SS2,un09N6,0.07,y,Scott Reef,broadcast,Acropora tenuis,Underwood,2009,-13.95,121.8,Acropora,un09,Ningaloo,broadcast,Acropora tenuis,Underwood,2009,-22.7,113.78,Acropora,un09,un09,FALSE,Ningaloo <-> Scott Reef,Microsatellite,Medium,1290.372275999434
un09SS2,un09N7,0.06,y,Scott Reef,broadcast,Acropora tenuis,Underwood,2009,-13.95,121.8,Acropora,un09,Ningaloo,broadcast,Acropora tenuis,Underwood,2009,-23,113.75,Acropora,un09,un09,FALSE,Ningaloo <-> Scott Reef,Microsatellite,Medium,1317.2718397421013
un09SS2,un09N8,0.1,y,Scott Reef,broadcast,Acropora tenuis,Underwood,2009,-13.95,121.8,Acropora,un09,Ningaloo,broadcast,Acropora tenuis,Underwood,2009,-23.2,113.73,Acropora,un09,un09,FALSE,Ningaloo <-> Scott Reef,Microsatellite,Medium,1335.3647539356746
un09SS3,un09RS11,0.07,y,Scott Reef,broadcast,Acropora tenuis,Underwood,2009,-13.9,121.83,Acropora,un09,Rowley Shoals,broadcast,Acropora tenuis,Underwood,2009,-17.33,118.97,Acropora,un09,un09,FALSE,Rowley Shoals <-> Scott Reef,Microsatellite,Medium,489.6659265315962
un09SS3,un09RS1S,0.09,y,Scott Reef,broadcast,Acropora tenuis,Underwood,2009,-13.9,121.83,Acropora,un09,Rowley Shoals,broadcast,Acropora tenuis,Underwood,2009,-17.33,118.98,Acropora,un09,un09,FALSE,Rowley Shoals <-> Scott Reef,Microsatellite,Medium,488.9955658890414
un09SS3,un09RS22,0.06,y,Scott Reef,broadcast,Acropora tenuis,Underwood,2009,-13.9,121.83,Acropora,un09,Rowley Shoals,broadcast,Acropora tenuis,Underwood,2009,-17.33,119.05,Acropora,un09,un09,FALSE,Rowley Shoals <-> Scott Reef,Microsatellite,Medium,484.3434818628941
un09SS3,un09RS2S,0.03,y,Scott Reef,broadcast,Acropora tenuis,Underwood,2009,-13.9,121.83,Acropora,un09,Rowley Shoals,broadcast,Acropora tenuis,Underwood,2009,-17.33,119.07,Acropora,un09,un09,FALSE,Rowley Shoals <-> Scott Reef,Microsatellite,Medium,483.027492514259
un09SS3,un09RS33,0.03,y,Scott Reef,broadcast,Acropora tenuis,Underwood,2009,-13.9,121.83,Acropora,un09,Rowley Shoals,broadcast,Acropora tenuis,Underwood,2009,-17.3,119.13,Acropora,un09,un09,FALSE,Rowley Shoals <-> Scott Reef,Microsatellite,Medium,476.4716500492391
un09SS3,un09RS3S,0.03,y,Scott Reef,broadcast,Acropora tenuis,Underwood,2009,-13.9,121.83,Acropora,un09,Rowley Shoals,broadcast,Acropora tenuis,Underwood,2009,-17.28,119.15,Acropora,un09,un09,FALSE,Rowley Shoals <-> Scott Reef,Microsatellite,Medium,473.4097607361094
un09SS3,un09DC1,0.12,y,Scott Reef,broadcast,Acropora tenuis,Underwood,2009,-13.9,121.83,Acropora,un09,Dampier Archipelago,broadcast,Acropora tenuis,Underwood,2009,-20.4,116.55,Acropora,un09,un09,FALSE,Dampier Archipelago <-> Scott Reef,Microsatellite,Medium,915.7180950540463
un09SS3,un09DE1,0.14,y,Scott Reef,broadcast,Acropora tenuis,Underwood,2009,-13.9,121.83,Acropora,un09,Dampier Archipelago,broadcast,Acropora tenuis,Underwood,2009,-20.48,116.65,Acropora,un09,un09,FALSE,Dampier Archipelago <-> Scott Reef,Microsatellite,Medium,916.2683686111051
un09SS3,un09DE2,0.13,y,Scott Reef,broadcast,Acropora tenuis,Underwood,2009,-13.9,121.83,Acropora,un09,Dampier Archipelago,broadcast,Acropora tenuis,Underwood,2009,-20.5,116.7,Acropora,un09,un09,FALSE,Dampier Archipelago <-> Scott Reef,Microsatellite,Medium,914.8542367627074
un09SS3,un09DE3,0.15,y,Scott Reef,broadcast,Acropora tenuis,Underwood,2009,-13.9,121.83,Acropora,un09,Dampier Archipelago,broadcast,Acropora tenuis,Underwood,2009,-20.52,116.75,Acropora,un09,un09,FALSE,Dampier Archipelago <-> Scott Reef,Microsatellite,Medium,913.4749662730447
un09SS3,un09DW1,0.11,y,Scott Reef,broadcast,Acropora tenuis,Underwood,2009,-13.9,121.83,Acropora,un09,Dampier Archipelago,broadcast,Acropora tenuis,Underwood,2009,-20.58,116.55,Acropora,un09,un09,FALSE,Dampier Archipelago <-> Scott Reef,Microsatellite,Medium,931.4540504258524
un09SS3,un09DW2,0.15,y,Scott Reef,broadcast,Acropora tenuis,Underwood,2009,-13.9,121.83,Acropora,un09,Dampier Archipelago,broadcast,Acropora tenuis,Underwood,2009,-20.6,116.58,Acropora,un09,un09,FALSE,Dampier Archipelago <-> Scott Reef,Microsatellite,Medium,931.3007265973113
un09SS3,un09N1,0.05,y,Scott Reef,broadcast,Acropora tenuis,Underwood,2009,-13.9,121.83,Acropora,un09,Ningaloo,broadcast,Acropora tenuis,Underwood,2009,-21.85,113.97,Acropora,un09,un09,FALSE,Ningaloo <-> Scott Reef,Microsatellite,Medium,1214.5331931226533
un09SS3,un09N3,0.06,y,Scott Reef,broadcast,Acropora tenuis,Underwood,2009,-13.9,121.83,Acropora,un09,Ningaloo,broadcast,Acropora tenuis,Underwood,2009,-22.1,113.9,Acropora,un09,un09,FALSE,Ningaloo <-> Scott Reef,Microsatellite,Medium,1239.51774495138
un09SS3,un09N4,0.06,y,Scott Reef,broadcast,Acropora tenuis,Underwood,2009,-13.9,121.83,Acropora,un09,Ningaloo,broadcast,Acropora tenuis,Underwood,2009,-22.3,113.85,Acropora,un09,un09,FALSE,Ningaloo <-> Scott Reef,Microsatellite,Medium,1259.1841249284146
un09SS3,un09N5,0.09,y,Scott Reef,broadcast,Acropora tenuis,Underwood,2009,-13.9,121.83,Acropora,un09,Ningaloo,broadcast,Acropora tenuis,Underwood,2009,-22.5,113.8,Acropora,un09,un09,FALSE,Ningaloo <-> Scott Reef,Microsatellite,Medium,1278.946289328385
un09SS3,un09N6,0.05,y,Scott Reef,broadcast,Acropora tenuis,Underwood,2009,-13.9,121.83,Acropora,un09,Ningaloo,broadcast,Acropora tenuis,Underwood,2009,-22.7,113.78,Acropora,un09,un09,FALSE,Ningaloo <-> Scott Reef,Microsatellite,Medium,1296.72327218625
un09SS3,un09N7,0.04,y,Scott Reef,broadcast,Acropora tenuis,Underwood,2009,-13.9,121.83,Acropora,un09,Ningaloo,broadcast,Acropora tenuis,Underwood,2009,-23,113.75,Acropora,un09,un09,FALSE,Ningaloo <-> Scott Reef,Microsatellite,Medium,1323.6386346092672
un09SS3,un09N8,0.08,y,Scott Reef,broadcast,Acropora tenuis,Underwood,2009,-13.9,121.83,Acropora,un09,Ningaloo,broadcast,Acropora tenuis,Underwood,2009,-23.2,113.73,Acropora,un09,un09,FALSE,Ningaloo <-> Scott Reef,Microsatellite,Medium,1341.740933284011
un09RS11,un09DC1,0.07,y,Rowley Shoals,broadcast,Acropora tenuis,Underwood,2009,-17.33,118.97,Acropora,un09,Dampier Archipelago,broadcast,Acropora tenuis,Underwood,2009,-20.4,116.55,Acropora,un09,un09,FALSE,Dampier Archipelago <-> Rowley Shoals,Microsatellite,Medium,426.3296263643641
un09RS11,un09DE1,0.07,y,Rowley Shoals,broadcast,Acropora tenuis,Underwood,2009,-17.33,118.97,Acropora,un09,Dampier Archipelago,broadcast,Acropora tenuis,Underwood,2009,-20.48,116.65,Acropora,un09,un09,FALSE,Dampier Archipelago <-> Rowley Shoals,Microsatellite,Medium,427.35909992064467
un09RS11,un09DE2,0.06,y,Rowley Shoals,broadcast,Acropora tenuis,Underwood,2009,-17.33,118.97,Acropora,un09,Dampier Archipelago,broadcast,Acropora tenuis,Underwood,2009,-20.5,116.7,Acropora,un09,un09,FALSE,Dampier Archipelago <-> Rowley Shoals,Microsatellite,Medium,426.2048605246597
un09RS11,un09DE3,0.08,y,Rowley Shoals,broadcast,Acropora tenuis,Underwood,2009,-17.33,118.97,Acropora,un09,Dampier Archipelago,broadcast,Acropora tenuis,Underwood,2009,-20.52,116.75,Acropora,un09,un09,FALSE,Dampier Archipelago <-> Rowley Shoals,Microsatellite,Medium,425.1250697566858
un09RS11,un09DW1,0.06,y,Rowley Shoals,broadcast,Acropora tenuis,Underwood,2009,-17.33,118.97,Acropora,un09,Dampier Archipelago,broadcast,Acropora tenuis,Underwood,2009,-20.58,116.55,Acropora,un09,un09,FALSE,Dampier Archipelago <-> Rowley Shoals,Microsatellite,Medium,442.47219274370843
un09RS11,un09DW2,0.08,y,Rowley Shoals,broadcast,Acropora tenuis,Underwood,2009,-17.33,118.97,Acropora,un09,Dampier Archipelago,broadcast,Acropora tenuis,Underwood,2009,-20.6,116.58,Acropora,un09,un09,FALSE,Dampier Archipelago <-> Rowley Shoals,Microsatellite,Medium,442.4825576466461
un09RS11,un09N1,0.05,y,Rowley Shoals,broadcast,Acropora tenuis,Underwood,2009,-17.33,118.97,Acropora,un09,Ningaloo,broadcast,Acropora tenuis,Underwood,2009,-21.85,113.97,Acropora,un09,un09,FALSE,Ningaloo <-> Rowley Shoals,Microsatellite,Medium,726.5888268605443
un09RS11,un09N3,0.05,y,Rowley Shoals,broadcast,Acropora tenuis,Underwood,2009,-17.33,118.97,Acropora,un09,Ningaloo,broadcast,Acropora tenuis,Underwood,2009,-22.1,113.9,Acropora,un09,un09,FALSE,Ningaloo <-> Rowley Shoals,Microsatellite,Medium,750.9955660117217
un09RS11,un09N4,0.06,y,Rowley Shoals,broadcast,Acropora tenuis,Underwood,2009,-17.33,118.97,Acropora,un09,Ningaloo,broadcast,Acropora tenuis,Underwood,2009,-22.3,113.85,Acropora,un09,un09,FALSE,Ningaloo <-> Rowley Shoals,Microsatellite,Medium,770.28741059806
un09RS11,un09N5,0.06,y,Rowley Shoals,broadcast,Acropora tenuis,Underwood,2009,-17.33,118.97,Acropora,un09,Ningaloo,broadcast,Acropora tenuis,Underwood,2009,-22.5,113.8,Acropora,un09,un09,FALSE,Ningaloo <-> Rowley Shoals,Microsatellite,Medium,789.7593431682772
un09RS11,un09N6,0.06,y,Rowley Shoals,broadcast,Acropora tenuis,Underwood,2009,-17.33,118.97,Acropora,un09,Ningaloo,broadcast,Acropora tenuis,Underwood,2009,-22.7,113.78,Acropora,un09,un09,FALSE,Ningaloo <-> Rowley Shoals,Microsatellite,Medium,807.2872667243003
un09RS11,un09N7,0.06,y,Rowley Shoals,broadcast,Acropora tenuis,Underwood,2009,-17.33,118.97,Acropora,un09,Ningaloo,broadcast,Acropora tenuis,Underwood,2009,-23,113.75,Acropora,un09,un09,FALSE,Ningaloo <-> Rowley Shoals,Microsatellite,Medium,834.0030583737497
un09RS11,un09N8,0.05,y,Rowley Shoals,broadcast,Acropora tenuis,Underwood,2009,-17.33,118.97,Acropora,un09,Ningaloo,broadcast,Acropora tenuis,Underwood,2009,-23.2,113.73,Acropora,un09,un09,FALSE,Ningaloo <-> Rowley Shoals,Microsatellite,Medium,852.0754352240523
un09RS1S,un09DC1,0.09,y,Rowley Shoals,broadcast,Acropora tenuis,Underwood,2009,-17.33,118.98,Acropora,un09,Dampier Archipelago,broadcast,Acropora tenuis,Underwood,2009,-20.4,116.55,Acropora,un09,un09,FALSE,Dampier Archipelago <-> Rowley Shoals,Microsatellite,Medium,426.9601129513851
un09RS1S,un09DE1,0.07,y,Rowley Shoals,broadcast,Acropora tenuis,Underwood,2009,-17.33,118.98,Acropora,un09,Dampier Archipelago,broadcast,Acropora tenuis,Underwood,2009,-20.48,116.65,Acropora,un09,un09,FALSE,Dampier Archipelago <-> Rowley Shoals,Microsatellite,Medium,427.9618544741648
un09RS1S,un09DE2,0.06,y,Rowley Shoals,broadcast,Acropora tenuis,Underwood,2009,-17.33,118.98,Acropora,un09,Dampier Archipelago,broadcast,Acropora tenuis,Underwood,2009,-20.5,116.7,Acropora,un09,un09,FALSE,Dampier Archipelago <-> Rowley Shoals,Microsatellite,Medium,426.7961840415441
un09RS1S,un09DE3,0.08,y,Rowley Shoals,broadcast,Acropora tenuis,Underwood,2009,-17.33,118.98,Acropora,un09,Dampier Archipelago,broadcast,Acropora tenuis,Underwood,2009,-20.52,116.75,Acropora,un09,un09,FALSE,Dampier Archipelago <-> Rowley Shoals,Microsatellite,Medium,425.7048016656114
un09RS1S,un09DW1,0.06,y,Rowley Shoals,broadcast,Acropora tenuis,Underwood,2009,-17.33,118.98,Acropora,un09,Dampier Archipelago,broadcast,Acropora tenuis,Underwood,2009,-20.58,116.55,Acropora,un09,un09,FALSE,Dampier Archipelago <-> Rowley Shoals,Microsatellite,Medium,443.0790321847506
un09RS1S,un09DW2,0.08,y,Rowley Shoals,broadcast,Acropora tenuis,Underwood,2009,-17.33,118.98,Acropora,un09,Dampier Archipelago,broadcast,Acropora tenuis,Underwood,2009,-20.6,116.58,Acropora,un09,un09,FALSE,Dampier Archipelago <-> Rowley Shoals,Microsatellite,Medium,443.081806729637
un09RS1S,un09N1,0.07,y,Rowley Shoals,broadcast,Acropora tenuis,Underwood,2009,-17.33,118.98,Acropora,un09,Ningaloo,broadcast,Acropora tenuis,Underwood,2009,-21.85,113.97,Acropora,un09,un09,FALSE,Ningaloo <-> Rowley Shoals,Microsatellite,Medium,727.3454283253326
un09RS1S,un09N3,0.08,y,Rowley Shoals,broadcast,Acropora tenuis,Underwood,2009,-17.33,118.98,Acropora,un09,Ningaloo,broadcast,Acropora tenuis,Underwood,2009,-22.1,113.9,Acropora,un09,un09,FALSE,Ningaloo <-> Rowley Shoals,Microsatellite,Medium,751.7366140103179
un09RS1S,un09N4,0.09,y,Rowley Shoals,broadcast,Acropora tenuis,Underwood,2009,-17.33,118.98,Acropora,un09,Ningaloo,broadcast,Acropora tenuis,Underwood,2009,-22.3,113.85,Acropora,un09,un09,FALSE,Ningaloo <-> Rowley Shoals,Microsatellite,Medium,771.0160622596537
un09RS1S,un09N5,0.06,y,Rowley Shoals,broadcast,Acropora tenuis,Underwood,2009,-17.33,118.98,Acropora,un09,Ningaloo,broadcast,Acropora tenuis,Underwood,2009,-22.5,113.8,Acropora,un09,un09,FALSE,Ningaloo <-> Rowley Shoals,Microsatellite,Medium,790.4760156620772
un09RS1S,un09N6,0.07,y,Rowley Shoals,broadcast,Acropora tenuis,Underwood,2009,-17.33,118.98,Acropora,un09,Ningaloo,broadcast,Acropora tenuis,Underwood,2009,-22.7,113.78,Acropora,un09,un09,FALSE,Ningaloo <-> Rowley Shoals,Microsatellite,Medium,807.9901526290392
un09RS1S,un09N7,0.08,y,Rowley Shoals,broadcast,Acropora tenuis,Underwood,2009,-17.33,118.98,Acropora,un09,Ningaloo,broadcast,Acropora tenuis,Underwood,2009,-23,113.75,Acropora,un09,un09,FALSE,Ningaloo <-> Rowley Shoals,Microsatellite,Medium,834.685979071406
un09RS1S,un09N8,0.06,y,Rowley Shoals,broadcast,Acropora tenuis,Underwood,2009,-17.33,118.98,Acropora,un09,Ningaloo,broadcast,Acropora tenuis,Underwood,2009,-23.2,113.73,Acropora,un09,un09,FALSE,Ningaloo <-> Rowley Shoals,Microsatellite,Medium,852.7455190823889
un09RS22,un09DC1,0.09,y,Rowley Shoals,broadcast,Acropora tenuis,Underwood,2009,-17.33,119.05,Acropora,un09,Dampier Archipelago,broadcast,Acropora tenuis,Underwood,2009,-20.4,116.55,Acropora,un09,un09,FALSE,Dampier Archipelago <-> Rowley Shoals,Microsatellite,Medium,431.4197102197548
un09RS22,un09DE1,0.1,y,Rowley Shoals,broadcast,Acropora tenuis,Underwood,2009,-17.33,119.05,Acropora,un09,Dampier Archipelago,broadcast,Acropora tenuis,Underwood,2009,-20.48,116.65,Acropora,un09,un09,FALSE,Dampier Archipelago <-> Rowley Shoals,Microsatellite,Medium,432.22942167129554
un09RS22,un09DE2,0.1,y,Rowley Shoals,broadcast,Acropora tenuis,Underwood,2009,-17.33,119.05,Acropora,un09,Dampier Archipelago,broadcast,Acropora tenuis,Underwood,2009,-20.5,116.7,Acropora,un09,un09,FALSE,Dampier Archipelago <-> Rowley Shoals,Microsatellite,Medium,430.98475165068726
un09RS22,un09DE3,0.11,y,Rowley Shoals,broadcast,Acropora tenuis,Underwood,2009,-17.33,119.05,Acropora,un09,Dampier Archipelago,broadcast,Acropora tenuis,Underwood,2009,-20.52,116.75,Acropora,un09,un09,FALSE,Dampier Archipelago <-> Rowley Shoals,Microsatellite,Medium,429.8132381122703
un09RS22,un09DW1,0.09,y,Rowley Shoals,broadcast,Acropora tenuis,Underwood,2009,-17.33,119.05,Acropora,un09,Dampier Archipelago,broadcast,Acropora tenuis,Underwood,2009,-20.58,116.55,Acropora,un09,un09,FALSE,Dampier Archipelago <-> Rowley Shoals,Microsatellite,Medium,447.3732060055496
un09RS22,un09DW2,0.12,y,Rowley Shoals,broadcast,Acropora tenuis,Underwood,2009,-17.33,119.05,Acropora,un09,Dampier Archipelago,broadcast,Acropora tenuis,Underwood,2009,-20.6,116.58,Acropora,un09,un09,FALSE,Dampier Archipelago <-> Rowley Shoals,Microsatellite,Medium,447.32341780886395
un09RS22,un09N1,0.05,y,Rowley Shoals,broadcast,Acropora tenuis,Underwood,2009,-17.33,119.05,Acropora,un09,Ningaloo,broadcast,Acropora tenuis,Underwood,2009,-21.85,113.97,Acropora,un09,un09,FALSE,Ningaloo <-> Rowley Shoals,Microsatellite,Medium,732.6617479198031
un09RS22,un09N3,0.05,y,Rowley Shoals,broadcast,Acropora tenuis,Underwood,2009,-17.33,119.05,Acropora,un09,Ningaloo,broadcast,Acropora tenuis,Underwood,2009,-22.1,113.9,Acropora,un09,un09,FALSE,Ningaloo <-> Rowley Shoals,Microsatellite,Medium,756.9442084696926
un09RS22,un09N4,0.06,y,Rowley Shoals,broadcast,Acropora tenuis,Underwood,2009,-17.33,119.05,Acropora,un09,Ningaloo,broadcast,Acropora tenuis,Underwood,2009,-22.3,113.85,Acropora,un09,un09,FALSE,Ningaloo <-> Rowley Shoals,Microsatellite,Medium,776.1369857146065
un09RS22,un09N5,0.06,y,Rowley Shoals,broadcast,Acropora tenuis,Underwood,2009,-17.33,119.05,Acropora,un09,Ningaloo,broadcast,Acropora tenuis,Underwood,2009,-22.5,113.8,Acropora,un09,un09,FALSE,Ningaloo <-> Rowley Shoals,Microsatellite,Medium,795.5131464000391
un09RS22,un09N6,0.07,y,Rowley Shoals,broadcast,Acropora tenuis,Underwood,2009,-17.33,119.05,Acropora,un09,Ningaloo,broadcast,Acropora tenuis,Underwood,2009,-22.7,113.78,Acropora,un09,un09,FALSE,Ningaloo <-> Rowley Shoals,Microsatellite,Medium,812.9309627494584
un09RS22,un09N7,0.06,y,Rowley Shoals,broadcast,Acropora tenuis,Underwood,2009,-17.33,119.05,Acropora,un09,Ningaloo,broadcast,Acropora tenuis,Underwood,2009,-23,113.75,Acropora,un09,un09,FALSE,Ningaloo <-> Rowley Shoals,Microsatellite,Medium,839.487228982873
un09RS22,un09N8,0.06,y,Rowley Shoals,broadcast,Acropora tenuis,Underwood,2009,-17.33,119.05,Acropora,un09,Ningaloo,broadcast,Acropora tenuis,Underwood,2009,-23.2,113.73,Acropora,un09,un09,FALSE,Ningaloo <-> Rowley Shoals,Microsatellite,Medium,857.4569931588078
un09RS2S,un09DC1,0.07,y,Rowley Shoals,broadcast,Acropora tenuis,Underwood,2009,-17.33,119.07,Acropora,un09,Dampier Archipelago,broadcast,Acropora tenuis,Underwood,2009,-20.4,116.55,Acropora,un09,un09,FALSE,Dampier Archipelago <-> Rowley Shoals,Microsatellite,Medium,432.70850922651607
