Site_A,Site_B,Fst,significant,Region_A,Spawn_A,Species_A,Author_A,Year_A,Lat_A,Lon_A,Taxon_A,Study_A,Region_B,Spawn_B,Species_B,Author_B,Year_B,Lat_B,Lon_B,Taxon_B,Study_B,study,same_region,region_pair,marker_category,marker_resolution,geo_dist_km
ev19T1,ev19EG1,0.028,y,Pilbara nearshore,broadcast,Cyphastrea microphthalma,Evans et al,2019,-21.4514,115.0326,Cyphastrea,ev19,Exmouth Gulf,broadcast,Cyphastrea microphthalma,Evans et al,2019,-22.3008,114.1781,Cyphastrea,ev19,ev19,FALSE,Exmouth Gulf <-> Pilbara nearshore,Microsatellite,Medium,129.35408291432782
ev19T1,ev19EG2,0.021,n,Pilbara nearshore,broadcast,Cyphastrea microphthalma,Evans et al,2019,-21.4514,115.0326,Cyphastrea,ev19,Exmouth Gulf,broadcast,Cyphastrea microphthalma,Evans et al,2019,-22.2947,114.1497,Cyphastrea,ev19,ev19,FALSE,Exmouth Gulf <-> Pilbara nearshore,Microsatellite,Medium,130.88708156613774
ev19T1,ev19Bu1,0.032,y,Pilbara nearshore,broadcast,Cyphastrea microphthalma,Evans et al,2019,-21.4514,115.0326,Cyphastrea,ev19,Exmouth Gulf,broadcast,Cyphastrea microphthalma,Evans et al,2019,-21.8487,114.1695,Cyphastrea,ev19,ev19,FALSE,Exmouth Gulf <-> Pilbara nearshore,Microsatellite,Medium,99.65341085440403
ev19T1,ev19Bu2,0.028,y,Pilbara nearshore,broadcast,Cyphastrea microphthalma,Evans et al,2019,-21.4514,115.0326,Cyphastrea,ev19,Exmouth Gulf,broadcast,Cyphastrea microphthalma,Evans et al,2019,-21.8815,114.1529,Cyphastrea,ev19,ev19,FALSE,Exmouth Gulf <-> Pilbara nearshore,Microsatellite,Medium,102.8344324299143
ev19T1,ev19N1,0.022,y,Pilbara nearshore,broadcast,Cyphastrea microphthalma,Evans et al,2019,-21.4514,115.0326,Cyphastrea,ev19,Ningaloo,broadcast,Cyphastrea microphthalma,Evans et al,2019,-21.9076,113.968,Cyphastrea,ev19,ev19,FALSE,Ningaloo <-> Pilbara nearshore,Microsatellite,Medium,121.27246631004533
ev19T1,ev19N2,0.023,y,Pilbara nearshore,broadcast,Cyphastrea microphthalma,Evans et al,2019,-21.4514,115.0326,Cyphastrea,ev19,Ningaloo,broadcast,Cyphastrea microphthalma,Evans et al,2019,-22.0079,113.9197,Cyphastrea,ev19,ev19,FALSE,Ningaloo <-> Pilbara nearshore,Microsatellite,Medium,130.69761806378523
ev19T1,ev19CB,0.052,y,Pilbara nearshore,broadcast,Cyphastrea microphthalma,Evans et al,2019,-21.4514,115.0326,Cyphastrea,ev19,Ningaloo,broadcast,Cyphastrea microphthalma,Evans et al,2019,-23.1404,113.753,Cyphastrea,ev19,ev19,FALSE,Ningaloo <-> Pilbara nearshore,Microsatellite,Medium,229.60592810563222
ev19T1,ev19SB1,0.096,y,Pilbara nearshore,broadcast,Cyphastrea microphthalma,Evans et al,2019,-21.4514,115.0326,Cyphastrea,ev19,Shark Bay,broadcast,Cyphastrea microphthalma,Evans et al,2019,-26.1244,113.2357,Cyphastrea,ev19,ev19,FALSE,Pilbara nearshore <-> Shark Bay,Microsatellite,Medium,551.4311713028354
ev19T1,ev19SB2,0.101,y,Pilbara nearshore,broadcast,Cyphastrea microphthalma,Evans et al,2019,-21.4514,115.0326,Cyphastrea,ev19,Shark Bay,broadcast,Cyphastrea microphthalma,Evans et al,2019,-25.8513,113.3481,Cyphastrea,ev19,ev19,FALSE,Pilbara nearshore <-> Shark Bay,Microsatellite,Medium,519.017767338182
ev19T2,ev19Mu1,0.019,n,Pilbara nearshore,broadcast,Cyphastrea microphthalma,Evans et al,2019,-21.4448,114.9885,Cyphastrea,ev19,Pilbara Offshore,broadcast,Cyphastrea microphthalma,Evans et al,2019,-21.6454,114.3823,Cyphastrea,ev19,ev19,FALSE,Pilbara nearshore <-> Pilbara Offshore,Microsatellite,Medium,66.62075077151285
ev19T2,ev19Mu2,0.022,n,Pilbara nearshore,broadcast,Cyphastrea microphthalma,Evans et al,2019,-21.4448,114.9885,Cyphastrea,ev19,Pilbara Offshore,broadcast,Cyphastrea microphthalma,Evans et al,2019,-21.669,114.3508,Cyphastrea,ev19,ev19,FALSE,Pilbara nearshore <-> Pilbara Offshore,Microsatellite,Medium,70.58270545031283
ev19T2,ev19EG1,0.027,y,Pilbara nearshore,broadcast,Cyphastrea microphthalma,Evans et al,2019,-21.4448,114.9885,Cyphastrea,ev19,Exmouth Gulf,broadcast,Cyphastrea microphthalma,Evans et al,2019,-22.3008,114.1781,Cyphastrea,ev19,ev19,FALSE,Exmouth Gulf <-> Pilbara nearshore,Microsatellite,Medium,126.8415234939331
ev19T2,ev19EG2,0.24,n,Pilbara nearshore,broadcast,Cyphastrea microphthalma,Evans et al,2019,-21.4448,114.9885,Cyphastrea,ev19,Exmouth Gulf,broadcast,Cyphastrea microphthalma,Evans et al,2019,-22.2947,114.1497,Cyphastrea,ev19,ev19,FALSE,Exmouth Gulf <-> Pilbara nearshore,Microsatellite,Medium,128.29645963024652
ev19T2,ev19Bu1,0.036,y,Pilbara nearshore,broadcast,Cyphastrea microphthalma,Evans et al,2019,-21.4448,114.9885,Cyphastrea,ev19,Exmouth Gulf,broadcast,Cyphastrea microphthalma,Evans et al,2019,-21.8487,114.1695,Cyphastrea,ev19,ev19,FALSE,Exmouth Gulf <-> Pilbara nearshore,Microsatellite,Medium,95.92987183550257
ev19T2,ev19Bu2,0.027,y,Pilbara nearshore,broadcast,Cyphastrea microphthalma,Evans et al,2019,-21.4448,114.9885,Cyphastrea,ev19,Exmouth Gulf,broadcast,Cyphastrea microphthalma,Evans et al,2019,-21.8815,114.1529,Cyphastrea,ev19,ev19,FALSE,Exmouth Gulf <-> Pilbara nearshore,Microsatellite,Medium,99.17937597832339
ev19T2,ev19N1,0.034,y,Pilbara nearshore,broadcast,Cyphastrea microphthalma,Evans et al,2019,-21.4448,114.9885,Cyphastrea,ev19,Ningaloo,broadcast,Cyphastrea microphthalma,Evans et al,2019,-21.9076,113.968,Cyphastrea,ev19,ev19,FALSE,Ningaloo <-> Pilbara nearshore,Microsatellite,Medium,117.46793254274786
ev19T2,ev19N2,0.024,n,Pilbara nearshore,broadcast,Cyphastrea microphthalma,Evans et al,2019,-21.4448,114.9885,Cyphastrea,ev19,Ningaloo,broadcast,Cyphastrea microphthalma,Evans et al,2019,-22.0079,113.9197,Cyphastrea,ev19,ev19,FALSE,Ningaloo <-> Pilbara nearshore,Microsatellite,Medium,127.06362025683849
ev19T2,ev19CB,0.054,y,Pilbara nearshore,broadcast,Cyphastrea microphthalma,Evans et al,2019,-21.4448,114.9885,Cyphastrea,ev19,Ningaloo,broadcast,Cyphastrea microphthalma,Evans et al,2019,-23.1404,113.753,Cyphastrea,ev19,ev19,FALSE,Ningaloo <-> Pilbara nearshore,Microsatellite,Medium,227.63997182414911
ev19T2,ev19SB1,0.108,y,Pilbara nearshore,broadcast,Cyphastrea microphthalma,Evans et al,2019,-21.4448,114.9885,Cyphastrea,ev19,Shark Bay,broadcast,Cyphastrea microphthalma,Evans et al,2019,-26.1244,113.2357,Cyphastrea,ev19,ev19,FALSE,Pilbara nearshore <-> Shark Bay,Microsatellite,Medium,550.6541597415035
ev19T2,ev19SB2,0.109,y,Pilbara nearshore,broadcast,Cyphastrea microphthalma,Evans et al,2019,-21.4448,114.9885,Cyphastrea,ev19,Shark Bay,broadcast,Cyphastrea microphthalma,Evans et al,2019,-25.8513,113.3481,Cyphastrea,ev19,ev19,FALSE,Pilbara nearshore <-> Shark Bay,Microsatellite,Medium,518.2447927876096
ev19EG1,ev19Mu1,0.032,y,Exmouth Gulf,broadcast,Cyphastrea microphthalma,Evans et al,2019,-22.3008,114.1781,Cyphastrea,ev19,Pilbara Offshore,broadcast,Cyphastrea microphthalma,Evans et al,2019,-21.6454,114.3823,Cyphastrea,ev19,ev19,FALSE,Exmouth Gulf <-> Pilbara Offshore,Microsatellite,Medium,75.94309743369665
ev19EG1,ev19Mu2,0.029,y,Exmouth Gulf,broadcast,Cyphastrea microphthalma,Evans et al,2019,-22.3008,114.1781,Cyphastrea,ev19,Pilbara Offshore,broadcast,Cyphastrea microphthalma,Evans et al,2019,-21.669,114.3508,Cyphastrea,ev19,ev19,FALSE,Exmouth Gulf <-> Pilbara Offshore,Microsatellite,Medium,72.55573613498476
ev19EG1,ev19N1,0.036,y,Exmouth Gulf,broadcast,Cyphastrea microphthalma,Evans et al,2019,-22.3008,114.1781,Cyphastrea,ev19,Ningaloo,broadcast,Cyphastrea microphthalma,Evans et al,2019,-21.9076,113.968,Cyphastrea,ev19,ev19,FALSE,Exmouth Gulf <-> Ningaloo,Microsatellite,Medium,48.84093636495303
ev19EG1,ev19N2,0.026,y,Exmouth Gulf,broadcast,Cyphastrea microphthalma,Evans et al,2019,-22.3008,114.1781,Cyphastrea,ev19,Ningaloo,broadcast,Cyphastrea microphthalma,Evans et al,2019,-22.0079,113.9197,Cyphastrea,ev19,ev19,FALSE,Exmouth Gulf <-> Ningaloo,Microsatellite,Medium,42.10549204884945
ev19EG1,ev19CB,0.053,y,Exmouth Gulf,broadcast,Cyphastrea microphthalma,Evans et al,2019,-22.3008,114.1781,Cyphastrea,ev19,Ningaloo,broadcast,Cyphastrea microphthalma,Evans et al,2019,-23.1404,113.753,Cyphastrea,ev19,ev19,FALSE,Exmouth Gulf <-> Ningaloo,Microsatellite,Medium,103.15393002966508
ev19EG1,ev19SB1,0.074,y,Exmouth Gulf,broadcast,Cyphastrea microphthalma,Evans et al,2019,-22.3008,114.1781,Cyphastrea,ev19,Shark Bay,broadcast,Cyphastrea microphthalma,Evans et al,2019,-26.1244,113.2357,Cyphastrea,ev19,ev19,FALSE,Exmouth Gulf <-> Shark Bay,Microsatellite,Medium,436.25608119662286
ev19EG1,ev19SB2,0.08,y,Exmouth Gulf,broadcast,Cyphastrea microphthalma,Evans et al,2019,-22.3008,114.1781,Cyphastrea,ev19,Shark Bay,broadcast,Cyphastrea microphthalma,Evans et al,2019,-25.8513,113.3481,Cyphastrea,ev19,ev19,FALSE,Exmouth Gulf <-> Shark Bay,Microsatellite,Medium,404.1373801074012
ev19EG2,ev19Mu1,0.029,y,Exmouth Gulf,broadcast,Cyphastrea microphthalma,Evans et al,2019,-22.2947,114.1497,Cyphastrea,ev19,Pilbara Offshore,broadcast,Cyphastrea microphthalma,Evans et al,2019,-21.6454,114.3823,Cyphastrea,ev19,ev19,FALSE,Exmouth Gulf <-> Pilbara Offshore,Microsatellite,Medium,76.16400236737961
ev19EG2,ev19Mu2,0.03,y,Exmouth Gulf,broadcast,Cyphastrea microphthalma,Evans et al,2019,-22.2947,114.1497,Cyphastrea,ev19,Pilbara Offshore,broadcast,Cyphastrea microphthalma,Evans et al,2019,-21.669,114.3508,Cyphastrea,ev19,ev19,FALSE,Exmouth Gulf <-> Pilbara Offshore,Microsatellite,Medium,72.68020122732132
ev19EG2,ev19N1,0.037,y,Exmouth Gulf,broadcast,Cyphastrea microphthalma,Evans et al,2019,-22.2947,114.1497,Cyphastrea,ev19,Ningaloo,broadcast,Cyphastrea microphthalma,Evans et al,2019,-21.9076,113.968,Cyphastrea,ev19,ev19,FALSE,Exmouth Gulf <-> Ningaloo,Microsatellite,Medium,46.99048626886522
ev19EG2,ev19N2,0.031,y,Exmouth Gulf,broadcast,Cyphastrea microphthalma,Evans et al,2019,-22.2947,114.1497,Cyphastrea,ev19,Ningaloo,broadcast,Cyphastrea microphthalma,Evans et al,2019,-22.0079,113.9197,Cyphastrea,ev19,ev19,FALSE,Exmouth Gulf <-> Ningaloo,Microsatellite,Medium,39.76978571734163
ev19EG2,ev19CB,0.051,y,Exmouth Gulf,broadcast,Cyphastrea microphthalma,Evans et al,2019,-22.2947,114.1497,Cyphastrea,ev19,Ningaloo,broadcast,Cyphastrea microphthalma,Evans et al,2019,-23.1404,113.753,Cyphastrea,ev19,ev19,FALSE,Exmouth Gulf <-> Ningaloo,Microsatellite,Medium,102.5774550749674
ev19EG2,ev19SB1,0.079,y,Exmouth Gulf,broadcast,Cyphastrea microphthalma,Evans et al,2019,-22.2947,114.1497,Cyphastrea,ev19,Shark Bay,broadcast,Cyphastrea microphthalma,Evans et al,2019,-26.1244,113.2357,Cyphastrea,ev19,ev19,FALSE,Exmouth Gulf <-> Shark Bay,Microsatellite,Medium,436.29712062166465
ev19EG2,ev19SB2,0.065,y,Exmouth Gulf,broadcast,Cyphastrea microphthalma,Evans et al,2019,-22.2947,114.1497,Cyphastrea,ev19,Shark Bay,broadcast,Cyphastrea microphthalma,Evans et al,2019,-25.8513,113.3481,Cyphastrea,ev19,ev19,FALSE,Exmouth Gulf <-> Shark Bay,Microsatellite,Medium,404.2105350213434
ev19Bu1,ev19Mu1,0.029,y,Exmouth Gulf,broadcast,Cyphastrea microphthalma,Evans et al,2019,-21.8487,114.1695,Cyphastrea,ev19,Pilbara Offshore,broadcast,Cyphastrea microphthalma,Evans et al,2019,-21.6454,114.3823,Cyphastrea,ev19,ev19,FALSE,Exmouth Gulf <-> Pilbara Offshore,Microsatellite,Medium,31.564173267573654
ev19Bu1,ev19Mu2,0.034,y,Exmouth Gulf,broadcast,Cyphastrea microphthalma,Evans et al,2019,-21.8487,114.1695,Cyphastrea,ev19,Pilbara Offshore,broadcast,Cyphastrea microphthalma,Evans et al,2019,-21.669,114.3508,Cyphastrea,ev19,ev19,FALSE,Exmouth Gulf <-> Pilbara Offshore,Microsatellite,Medium,27.413725339246316
ev19Bu1,ev19N1,0.019,n,Exmouth Gulf,broadcast,Cyphastrea microphthalma,Evans et al,2019,-21.8487,114.1695,Cyphastrea,ev19,Ningaloo,broadcast,Cyphastrea microphthalma,Evans et al,2019,-21.9076,113.968,Cyphastrea,ev19,ev19,FALSE,Exmouth Gulf <-> Ningaloo,Microsatellite,Medium,21.8236127620898
ev19Bu1,ev19N2,0.034,y,Exmouth Gulf,broadcast,Cyphastrea microphthalma,Evans et al,2019,-21.8487,114.1695,Cyphastrea,ev19,Ningaloo,broadcast,Cyphastrea microphthalma,Evans et al,2019,-22.0079,113.9197,Cyphastrea,ev19,ev19,FALSE,Exmouth Gulf <-> Ningaloo,Microsatellite,Medium,31.296854034859788
ev19Bu1,ev19CB,0.021,y,Exmouth Gulf,broadcast,Cyphastrea microphthalma,Evans et al,2019,-21.8487,114.1695,Cyphastrea,ev19,Ningaloo,broadcast,Cyphastrea microphthalma,Evans et al,2019,-23.1404,113.753,Cyphastrea,ev19,ev19,FALSE,Exmouth Gulf <-> Ningaloo,Microsatellite,Medium,150.03615984289584
ev19Bu1,ev19SB1,0.114,y,Exmouth Gulf,broadcast,Cyphastrea microphthalma,Evans et al,2019,-21.8487,114.1695,Cyphastrea,ev19,Shark Bay,broadcast,Cyphastrea microphthalma,Evans et al,2019,-26.1244,113.2357,Cyphastrea,ev19,ev19,FALSE,Exmouth Gulf <-> Shark Bay,Microsatellite,Medium,485.3446520171397
ev19Bu1,ev19SB2,0.116,y,Exmouth Gulf,broadcast,Cyphastrea microphthalma,Evans et al,2019,-21.8487,114.1695,Cyphastrea,ev19,Shark Bay,broadcast,Cyphastrea microphthalma,Evans et al,2019,-25.8513,113.3481,Cyphastrea,ev19,ev19,FALSE,Exmouth Gulf <-> Shark Bay,Microsatellite,Medium,453.3428013633737
ev19Bu2,ev19Mu1,0.026,y,Exmouth Gulf,broadcast,Cyphastrea microphthalma,Evans et al,2019,-21.8815,114.1529,Cyphastrea,ev19,Pilbara Offshore,broadcast,Cyphastrea microphthalma,Evans et al,2019,-21.6454,114.3823,Cyphastrea,ev19,ev19,FALSE,Exmouth Gulf <-> Pilbara Offshore,Microsatellite,Medium,35.4011666832373
ev19Bu2,ev19Mu2,0.029,y,Exmouth Gulf,broadcast,Cyphastrea microphthalma,Evans et al,2019,-21.8815,114.1529,Cyphastrea,ev19,Pilbara Offshore,broadcast,Cyphastrea microphthalma,Evans et al,2019,-21.669,114.3508,Cyphastrea,ev19,ev19,FALSE,Exmouth Gulf <-> Pilbara Offshore,Microsatellite,Medium,31.27482145334075
ev19Bu2,ev19N1,0.036,y,Exmouth Gulf,broadcast,Cyphastrea microphthalma,Evans et al,2019,-21.8815,114.1529,Cyphastrea,ev19,Ningaloo,broadcast,Cyphastrea microphthalma,Evans et al,2019,-21.9076,113.968,Cyphastrea,ev19,ev19,FALSE,Exmouth Gulf <-> Ningaloo,Microsatellite,Medium,19.318096622289605
ev19Bu2,ev19N2,0.029,y,Exmouth Gulf,broadcast,Cyphastrea microphthalma,Evans et al,2019,-21.8815,114.1529,Cyphastrea,ev19,Ningaloo,broadcast,Cyphastrea microphthalma,Evans et al,2019,-22.0079,113.9197,Cyphastrea,ev19,ev19,FALSE,Exmouth Gulf <-> Ningaloo,Microsatellite,Medium,27.88861462846662
ev19Bu2,ev19CB,0.047,y,Exmouth Gulf,broadcast,Cyphastrea microphthalma,Evans et al,2019,-21.8815,114.1529,Cyphastrea,ev19,Ningaloo,broadcast,Cyphastrea microphthalma,Evans et al,2019,-23.1404,113.753,Cyphastrea,ev19,ev19,FALSE,Exmouth Gulf <-> Ningaloo,Microsatellite,Medium,146.04928237230357
ev19Bu2,ev19SB1,0.11,y,Exmouth Gulf,broadcast,Cyphastrea microphthalma,Evans et al,2019,-21.8815,114.1529,Cyphastrea,ev19,Shark Bay,broadcast,Cyphastrea microphthalma,Evans et al,2019,-26.1244,113.2357,Cyphastrea,ev19,ev19,FALSE,Exmouth Gulf <-> Shark Bay,Microsatellite,Medium,481.43249837468767
ev19Bu2,ev19SB2,0.114,y,Exmouth Gulf,broadcast,Cyphastrea microphthalma,Evans et al,2019,-21.8815,114.1529,Cyphastrea,ev19,Shark Bay,broadcast,Cyphastrea microphthalma,Evans et al,2019,-25.8513,113.3481,Cyphastrea,ev19,ev19,FALSE,Exmouth Gulf <-> Shark Bay,Microsatellite,Medium,449.4418400096837
ev19Mu1,ev19N1,0.023,n,Pilbara Offshore,broadcast,Cyphastrea microphthalma,Evans et al,2019,-21.6454,114.3823,Cyphastrea,ev19,Ningaloo,broadcast,Cyphastrea microphthalma,Evans et al,2019,-21.9076,113.968,Cyphastrea,ev19,ev19,FALSE,Ningaloo <-> Pilbara Offshore,Microsatellite,Medium,51.828661867826014
ev19Mu1,ev19N2,0.023,n,Pilbara Offshore,broadcast,Cyphastrea microphthalma,Evans et al,2019,-21.6454,114.3823,Cyphastrea,ev19,Ningaloo,broadcast,Cyphastrea microphthalma,Evans et al,2019,-22.0079,113.9197,Cyphastrea,ev19,ev19,FALSE,Ningaloo <-> Pilbara Offshore,Microsatellite,Medium,62.559359498093556
ev19Mu1,ev19CB,0.04,y,Pilbara Offshore,broadcast,Cyphastrea microphthalma,Evans et al,2019,-21.6454,114.3823,Cyphastrea,ev19,Ningaloo,broadcast,Cyphastrea microphthalma,Evans et al,2019,-23.1404,113.753,Cyphastrea,ev19,ev19,FALSE,Ningaloo <-> Pilbara Offshore,Microsatellite,Medium,178.58161595356827
ev19Mu1,ev19SB1,0.103,y,Pilbara Offshore,broadcast,Cyphastrea microphthalma,Evans et al,2019,-21.6454,114.3823,Cyphastrea,ev19,Shark Bay,broadcast,Cyphastrea microphthalma,Evans et al,2019,-26.1244,113.2357,Cyphastrea,ev19,ev19,FALSE,Pilbara Offshore <-> Shark Bay,Microsatellite,Medium,512.0660373463807
ev19Mu1,ev19SB2,0.109,y,Pilbara Offshore,broadcast,Cyphastrea microphthalma,Evans et al,2019,-21.6454,114.3823,Cyphastrea,ev19,Shark Bay,broadcast,Cyphastrea microphthalma,Evans et al,2019,-25.8513,113.3481,Cyphastrea,ev19,ev19,FALSE,Pilbara Offshore <-> Shark Bay,Microsatellite,Medium,479.9026701340738
ev19Mu2,ev19N1,0.017,n,Pilbara Offshore,broadcast,Cyphastrea microphthalma,Evans et al,2019,-21.669,114.3508,Cyphastrea,ev19,Ningaloo,broadcast,Cyphastrea microphthalma,Evans et al,2019,-21.9076,113.968,Cyphastrea,ev19,ev19,FALSE,Ningaloo <-> Pilbara Offshore,Microsatellite,Medium,47.65680130998529
ev19Mu2,ev19N2,0.015,n,Pilbara Offshore,broadcast,Cyphastrea microphthalma,Evans et al,2019,-21.669,114.3508,Cyphastrea,ev19,Ningaloo,broadcast,Cyphastrea microphthalma,Evans et al,2019,-22.0079,113.9197,Cyphastrea,ev19,ev19,FALSE,Ningaloo <-> Pilbara Offshore,Microsatellite,Medium,58.374587671891284
ev19Mu2,ev19CB,0.046,y,Pilbara Offshore,broadcast,Cyphastrea microphthalma,Evans et al,2019,-21.669,114.3508,Cyphastrea,ev19,Ningaloo,broadcast,Cyphastrea microphthalma,Evans et al,2019,-23.1404,113.753,Cyphastrea,ev19,ev19,FALSE,Ningaloo <-> Pilbara Offshore,Microsatellite,Medium,174.96795810120378
ev19Mu2,ev19SB1,0.113,y,Pilbara Offshore,broadcast,Cyphastrea microphthalma,Evans et al,2019,-21.669,114.3508,Cyphastrea,ev19,Shark Bay,broadcast,Cyphastrea microphthalma,Evans et al,2019,-26.1244,113.2357,Cyphastrea,ev19,ev19,FALSE,Pilbara Offshore <-> Shark Bay,Microsatellite,Medium,508.78187181431633
ev19Mu2,ev19SB2,0.109,y,Pilbara Offshore,broadcast,Cyphastrea microphthalma,Evans et al,2019,-21.669,114.3508,Cyphastrea,ev19,Shark Bay,broadcast,Cyphastrea microphthalma,Evans et al,2019,-25.8513,113.3481,Cyphastrea,ev19,ev19,FALSE,Pilbara Offshore <-> Shark Bay,Microsatellite,Medium,476.64026953298173
ev19N1,ev19SB1,0.121,y,Ningaloo,broadcast,Cyphastrea microphthalma,Evans et al,2019,-21.9076,113.968,Cyphastrea,ev19,Shark Bay,broadcast,Cyphastrea microphthalma,Evans et al,2019,-26.1244,113.2357,Cyphastrea,ev19,ev19,FALSE,Ningaloo <-> Shark Bay,Microsatellite,Medium,475.27705473502766
ev19N1,ev19SB2,0.124,y,Ningaloo,broadcast,Cyphastrea microphthalma,Evans et al,2019,-21.9076,113.968,Cyphastrea,ev19,Shark Bay,broadcast,Cyphastrea microphthalma,Evans et al,2019,-25.8513,113.3481,Cyphastrea,ev19,ev19,FALSE,Ningaloo <-> Shark Bay,Microsatellite,Medium,443.5194112051947
ev19N2,ev19SB1,0.105,y,Ningaloo,broadcast,Cyphastrea microphthalma,Evans et al,2019,-22.0079,113.9197,Cyphastrea,ev19,Shark Bay,broadcast,Cyphastrea microphthalma,Evans et al,2019,-26.1244,113.2357,Cyphastrea,ev19,ev19,FALSE,Ningaloo <-> Shark Bay,Microsatellite,Medium,463.4870623400519
ev19N2,ev19SB2,0.106,y,Ningaloo,broadcast,Cyphastrea microphthalma,Evans et al,2019,-22.0079,113.9197,Cyphastrea,ev19,Shark Bay,broadcast,Cyphastrea microphthalma,Evans et al,2019,-25.8513,113.3481,Cyphastrea,ev19,ev19,FALSE,Ningaloo <-> Shark Bay,Microsatellite,Medium,431.7780558587051
ev19CB,ev19SB1,0.138,y,Ningaloo,broadcast,Cyphastrea microphthalma,Evans et al,2019,-23.1404,113.753,Cyphastrea,ev19,Shark Bay,broadcast,Cyphastrea microphthalma,Evans et al,2019,-26.1244,113.2357,Cyphastrea,ev19,ev19,FALSE,Ningaloo <-> Shark Bay,Microsatellite,Medium,336.2749140696752
ev19CB,ev19SB2,0.13,y,Ningaloo,broadcast,Cyphastrea microphthalma,Evans et al,2019,-23.1404,113.753,Cyphastrea,ev19,Shark Bay,broadcast,Cyphastrea microphthalma,Evans et al,2019,-25.8513,113.3481,Cyphastrea,ev19,ev19,FALSE,Ningaloo <-> Shark Bay,Microsatellite,Medium,304.5498040062505
ros16As,ros16Sc,0.2126,y,Ashmore,broadcast,Acropora tenuis,Rosser et al,2016,-12.25,123.05,Acropora,ros16,Scott Reef,broadcast,Acropora tenuis,Rosser et al,2016,-14.1,121.8,Acropora,ros16,ros16,FALSE,Ashmore <-> Scott Reef,Mixed,High,246.50858026918888
ros16As,ros16Ro,0.3289,y,Ashmore,broadcast,Acropora tenuis,Rosser et al,2016,-12.25,123.05,Acropora,ros16,Rowley Shoals,broadcast,Acropora tenuis,Rosser et al,2016,-17.3,119.35,Acropora,ros16,ros16,FALSE,Ashmore <-> Rowley Shoals,Mixed,High,688.849409264543
ros16As,ros16M,0.3007,y,Ashmore,broadcast,Acropora tenuis,Rosser et al,2016,-12.25,123.05,Acropora,ros16,Pilbara Offshore,broadcast,Acropora tenuis,Rosser et al,2016,-20.505,115.522,Acropora,ros16,ros16,FALSE,Ashmore <-> Pilbara Offshore,Mixed,High,1220.4116797113013
ros16As,ros16D,0.3671,y,Ashmore,broadcast,Acropora tenuis,Rosser et al,2016,-12.25,123.05,Acropora,ros16,Dampier Archipelago,broadcast,Acropora tenuis,Rosser et al,2016,-20.65,116.7,Acropora,ros16,ros16,FALSE,Ashmore <-> Dampier Archipelago,Mixed,High,1154.518393553944
ros16As,ros16N,0.2857,y,Ashmore,broadcast,Acropora tenuis,Rosser et al,2016,-12.25,123.05,Acropora,ros16,Ningaloo,broadcast,Acropora tenuis,Rosser et al,2016,-22.3,113.8,Acropora,ros16,ros16,FALSE,Ashmore <-> Ningaloo,Mixed,High,1488.297454410939
ros16Sc,ros16Ro,0.0654,y,Scott Reef,broadcast,Acropora tenuis,Rosser et al,2016,-14.1,121.8,Acropora,ros16,Rowley Shoals,broadcast,Acropora tenuis,Rosser et al,2016,-17.3,119.35,Acropora,ros16,ros16,FALSE,Rowley Shoals <-> Scott Reef,Mixed,High,442.5018821923927
ros16Sc,ros16M,0.0909,y,Scott Reef,broadcast,Acropora tenuis,Rosser et al,2016,-14.1,121.8,Acropora,ros16,Pilbara Offshore,broadcast,Acropora tenuis,Rosser et al,2016,-20.505,115.522,Acropora,ros16,ros16,FALSE,Pilbara Offshore <-> Scott Reef,Mixed,High,976.1864025068819
ros16Sc,ros16D,0.1803,y,Scott Reef,broadcast,Acropora tenuis,Rosser et al,2016,-14.1,121.8,Acropora,ros16,Dampier Archipelago,broadcast,Acropora tenuis,Rosser et al,2016,-20.65,116.7,Acropora,ros16,ros16,FALSE,Dampier Archipelago <-> Scott Reef,Mixed,High,908.1802933462633
ros16Sc,ros16N,0.0909,y,Scott Reef,broadcast,Acropora tenuis,Rosser et al,2016,-14.1,121.8,Acropora,ros16,Ningaloo,broadcast,Acropora tenuis,Rosser et al,2016,-22.3,113.8,Acropora,ros16,ros16,FALSE,Ningaloo <-> Scott Reef,Mixed,High,1243.8763169697907
ros16Ro,ros16M,0.0826,y,Rowley Shoals,broadcast,Acropora tenuis,Rosser et al,2016,-17.3,119.35,Acropora,ros16,Pilbara Offshore,broadcast,Acropora tenuis,Rosser et al,2016,-20.505,115.522,Acropora,ros16,ros16,FALSE,Pilbara Offshore <-> Rowley Shoals,Mixed,High,538.2914998058654
ros16Ro,ros16D,0.1304,y,Rowley Shoals,broadcast,Acropora tenuis,Rosser et al,2016,-17.3,119.35,Acropora,ros16,Dampier Archipelago,broadcast,Acropora tenuis,Rosser et al,2016,-20.65,116.7,Acropora,ros16,ros16,FALSE,Dampier Archipelago <-> Rowley Shoals,Mixed,High,465.68278472767037
ros16Ro,ros16N,0.0826,y,Rowley Shoals,broadcast,Acropora tenuis,Rosser et al,2016,-17.3,119.35,Acropora,ros16,Ningaloo,broadcast,Acropora tenuis,Rosser et al,2016,-22.3,113.8,Acropora,ros16,ros16,FALSE,Ningaloo <-> Rowley Shoals,Mixed,High,804.5991015420025
